OrderID,Date,CustomerID,Product,Quantity,UnitPrice,ShippingAddress,PaymentMethod,OrderStatus,TrackingNumber,ItemsInCart,CouponCode,ReferralSource,TotalPrice
ORD200215,2023-08-10,C26767,Printer,1.0,303.6,Unknown,,Shipped,TRK24585307,5,FREESHIP,Facebook,303.6
ORD200216,2025-04-15,C70492,Monitor,,,Unknown,,Cancelled,TRK84625405,8,WINTER15,Google,
ORD200217,2024-05-20,C61549,Desk,4.0,321.51,Unknown,,Returned,TRK65596914,9,NO_COUPON,Google,1286.04
ORD200218,2023-04-28,C11665,Tablet,3.0,112.46,Unknown,,Shipped,TRK10993930,6,SAVE10,Instagram,337.38
ORD200219,2025-05-02,C48946,Laptop,5.0,61.97,Unknown,,Delivered,TRK99387220,6,SAVE10,Email,309.85
ORD200220,2023-07-18,C79506,Laptop,2.0,373.17,Unknown,,Pending,TRK95188748,6,SAVE10,Referral,746.34
ORD200221,2024-02-23,C93473,Tablet,5.0,639.37,Unknown,,Pending,TRK50003989,6,SAVE10,Google,3196.85
ORD200222,2023-05-04,C43124,Chair,4.0,693.36,Unknown,,Shipped,TRK17293348,8,NO_COUPON,Instagram,2773.44
ORD200223,2024-09-11,C22783,Phone,4.0,692.91,Unknown,,Pending,TRK55009149,9,SAVE10,Instagram,2771.64
ORD200224,2023-09-23,C18567,Printer,4.0,91.46,Unknown,,Cancelled,TRK17554673,9,SAVE10,Referral,365.84
ORD200225,2024-03-13,C99879,Phone,3.0,273.96,Unknown,,Returned,TRK50246700,8,SAVE10,Google,821.88
ORD200226,2025-06-27,C31501,Desk,3.0,588.05,Unknown,,Delivered,TRK93063929,8,NO_COUPON,Instagram,1764.15
ORD200227,2023-11-02,C93220,Monitor,2.0,365.17,Unknown,,Cancelled,TRK89023251,4,FREESHIP,Facebook,730.34
ORD200228,2023-05-17,C57867,Chair,4.0,385.92,Unknown,,Cancelled,TRK92055007,8,NO_COUPON,Instagram,1543.68
ORD200229,2025-03-28,C62622,Tablet,1.0,562.61,Unknown,,Delivered,TRK70997648,3,WINTER15,Facebook,562.61
ORD200230,2023-12-16,C94595,Desk,4.0,61.91,Unknown,,Delivered,TRK24497305,6,WINTER15,Email,247.64
ORD200231,2023-11-05,C30955,Phone,4.0,41.9,Unknown,,Pending,TRK46898848,9,FREESHIP,Instagram,167.6
ORD200232,2023-05-19,C20731,Printer,4.0,444.44,Unknown,,Cancelled,TRK75568437,8,WINTER15,Google,1777.76
ORD200233,2024-08-24,C30168,Phone,3.0,311.33,Unknown,,Cancelled,TRK73699939,3,WINTER15,Instagram,933.99
ORD200234,2024-11-26,C79842,Printer,4.0,236.41,Unknown,,Pending,TRK26957950,7,SAVE10,Google,945.64
ORD200235,2023-02-20,C32854,Desk,1.0,65.45,Unknown,,Pending,TRK30009218,2,WINTER15,Google,65.45
ORD200236,2023-01-01,C14847,Monitor,1.0,318.81,Unknown,,Pending,TRK39663243,3,WINTER15,Email,318.81
ORD200237,2024-03-14,C88645,Monitor,3.0,583.72,Unknown,,Shipped,TRK74097570,5,FREESHIP,Facebook,1751.16
ORD200238,2024-12-13,C66149,Desk,4.0,384.32,Unknown,,Pending,TRK76307307,6,WINTER15,Google,1537.28
ORD200239,2024-12-11,C20256,Tablet,3.0,538.74,Unknown,,Shipped,TRK71127943,6,FREESHIP,Email,1616.22
ORD200240,2023-07-12,C14983,Tablet,1.0,17.24,Unknown,,Pending,TRK93444157,2,FREESHIP,Instagram,17.24
ORD200241,2023-05-16,C20817,Chair,5.0,615.67,Unknown,,Pending,TRK44164590,6,SAVE10,Email,3078.35
ORD200242,2023-05-09,C94921,Printer,2.0,219.1,Unknown,,Pending,TRK97794327,4,SAVE10,Referral,438.2
ORD200243,2025-05-09,C54725,Chair,2.0,144.66,Unknown,,Cancelled,TRK30601940,7,FREESHIP,Google,289.32
ORD200244,2023-02-16,C98096,Desk,2.0,317.77,Unknown,,Cancelled,TRK51518631,4,WINTER15,Facebook,635.54
ORD200245,2025-04-20,C12667,Laptop,1.0,223.3,Unknown,,Returned,TRK25390491,1,NO_COUPON,Facebook,223.3
ORD200246,2024-08-30,C55354,Desk,2.0,342.11,Unknown,,Shipped,TRK15439493,2,WINTER15,Instagram,684.22
ORD200247,2023-07-20,C14600,Printer,2.0,220.9,Unknown,,Shipped,TRK84984764,4,NO_COUPON,Email,441.8
ORD200248,2023-07-02,C97187,Laptop,1.0,670.54,Unknown,,Shipped,TRK62283713,6,FREESHIP,Referral,670.54
ORD200249,2024-02-07,C39106,Printer,1.0,546.19,Unknown,,Pending,TRK35464433,5,FREESHIP,Referral,546.19
ORD200250,2023-04-05,C93379,Desk,3.0,42.95,Unknown,,Returned,TRK67954150,8,SAVE10,Email,128.85
ORD200251,2025-05-15,C93175,Monitor,4.0,14.69,Unknown,,Cancelled,TRK32995144,9,NO_COUPON,Email,58.76
ORD200252,2024-09-20,C19648,Phone,4.0,668.36,Unknown,,Cancelled,TRK51297879,5,FREESHIP,Facebook,2673.44
ORD200253,2024-03-23,C14891,Chair,4.0,413.74,Unknown,,Returned,TRK79471534,7,FREESHIP,Instagram,1654.96
ORD200254,2023-12-26,C10866,Monitor,3.0,263.19,Unknown,,Delivered,TRK34809583,5,NO_COUPON,Instagram,789.57
ORD200255,2024-05-13,C47283,Monitor,1.0,263.96,Unknown,,Returned,TRK56235117,2,SAVE10,Google,263.96
ORD200256,2025-06-30,C94323,Chair,5.0,75.81,Unknown,,Returned,TRK22663277,10,WINTER15,Instagram,379.05
ORD200257,2024-04-23,C89732,Phone,1.0,406.22,Unknown,,Cancelled,TRK41059233,5,SAVE10,Referral,406.22
ORD200258,2024-02-26,C87764,Tablet,2.0,103.41,Unknown,,Shipped,TRK94082469,2,FREESHIP,Referral,206.82
ORD200259,2023-06-11,C20977,Chair,4.0,435.12,Unknown,,Delivered,TRK54991561,9,SAVE10,Instagram,1740.48
ORD200260,2023-05-17,C12245,Monitor,2.0,407.79,Unknown,,Shipped,TRK22000463,3,NO_COUPON,Google,815.58
ORD200261,2025-05-28,C68976,Phone,5.0,173.65,Unknown,,Delivered,TRK25491356,9,SAVE10,Email,868.25
ORD200262,2023-01-10,C69476,Phone,4.0,249.07,Unknown,,Returned,TRK65869386,5,WINTER15,Referral,996.28
ORD200263,2023-03-25,C71040,Phone,4.0,434.85,Unknown,,Pending,TRK41397604,4,WINTER15,Google,1739.4
ORD200264,2024-08-03,C71035,Tablet,1.0,436.77,Unknown,,Returned,TRK19599578,5,FREESHIP,Google,436.77
ORD200265,2023-12-22,C20752,Printer,1.0,572.13,Unknown,,Cancelled,TRK22298450,4,SAVE10,Google,572.13
ORD200266,2024-06-08,C38840,Chair,4.0,583.07,Unknown,,Cancelled,TRK48484633,6,FREESHIP,Referral,2332.28
ORD200267,2025-04-17,C84480,Chair,5.0,468.51,Unknown,,Delivered,TRK62361867,9,NO_COUPON,Facebook,2342.55
ORD200268,2023-08-11,C37032,Phone,2.0,423.88,Unknown,,Delivered,TRK48639226,7,SAVE10,Referral,847.76
ORD200269,2023-11-25,C48942,Tablet,4.0,663.67,Unknown,,Pending,TRK29355120,7,FREESHIP,Google,2654.68
ORD200270,2023-06-04,C13540,Printer,4.0,309.91,Unknown,,Shipped,TRK81087373,5,WINTER15,Google,1239.64
ORD200271,2023-03-28,C59572,Monitor,1.0,542.07,Unknown,,Shipped,TRK16792991,6,WINTER15,Referral,542.07
ORD200272,2023-09-19,C29758,Chair,2.0,399.32,Unknown,,Pending,TRK12990043,6,WINTER15,Instagram,798.64
ORD200273,2024-10-27,C11849,Tablet,2.0,238.25,Unknown,,Cancelled,TRK91195261,7,FREESHIP,Email,476.5
ORD200274,2023-02-04,C50967,Phone,2.0,182.4,Unknown,,Cancelled,TRK65300814,5,SAVE10,Referral,364.8
ORD200275,2023-11-04,C80735,Chair,2.0,65.07,Unknown,,Cancelled,TRK99880231,4,SAVE10,Google,130.14
ORD200276,2025-03-29,C99050,Printer,2.0,600.57,Unknown,,Returned,TRK56927089,3,WINTER15,Instagram,1201.14
ORD200277,2024-09-09,C11210,Chair,5.0,90.92,Unknown,,Delivered,TRK44929965,9,SAVE10,Facebook,454.6
ORD200278,2024-11-18,C46015,Laptop,5.0,362.46,Unknown,,Delivered,TRK46598430,6,FREESHIP,Instagram,1812.3
ORD200279,2023-10-20,C69167,Chair,3.0,55.01,Unknown,,Pending,TRK12425655,7,WINTER15,Email,165.03
ORD200280,2023-03-27,C55388,Tablet,3.0,404.62,Unknown,,Delivered,TRK75741001,6,FREESHIP,Instagram,1213.86
ORD200281,2023-07-27,C87181,Desk,4.0,654.79,Unknown,,Pending,TRK60093390,9,NO_COUPON,Referral,2619.16
ORD200282,2025-04-22,C30411,Printer,4.0,637.79,Unknown,,Cancelled,TRK71810536,9,FREESHIP,Google,2551.16
ORD200283,2025-02-28,C39638,Laptop,4.0,540.33,Unknown,,Shipped,TRK69745608,6,NO_COUPON,Google,2161.32
ORD200284,2023-02-16,C27203,Laptop,5.0,208.17,Unknown,,Returned,TRK22023906,6,SAVE10,Facebook,1040.85
ORD200285,2025-06-10,C67583,Phone,1.0,338.31,Unknown,,Delivered,TRK93281700,3,NO_COUPON,Google,338.31
ORD200286,2025-04-07,C70554,Monitor,3.0,139.45,Unknown,,Returned,TRK61086952,8,WINTER15,Google,418.35
ORD200287,2023-11-24,C70437,Chair,4.0,655.18,Unknown,,Shipped,TRK26628830,5,NO_COUPON,Facebook,2620.72
ORD200288,2023-03-12,C97643,Laptop,4.0,512.75,Unknown,,Returned,TRK60831391,8,WINTER15,Google,
ORD200289,2023-07-26,C17136,Chair,4.0,160.49,Unknown,,Shipped,TRK55362541,8,WINTER15,Referral,641.96
ORD200290,2023-05-05,C24901,Chair,3.0,99.9,Unknown,,Delivered,TRK14029489,8,FREESHIP,Facebook,299.7
ORD200291,2024-05-12,C61521,Phone,2.0,345.01,Unknown,,Delivered,TRK93676567,6,FREESHIP,Google,690.02
ORD200292,2025-01-15,C39639,Monitor,1.0,65.95,Unknown,,Delivered,TRK31042152,5,NO_COUPON,Facebook,65.95
ORD200293,2023-02-16,C33220,Tablet,4.0,463.04,Unknown,,Returned,TRK40450219,9,NO_COUPON,Instagram,1852.16
ORD200294,2025-04-01,C65414,Phone,2.0,297.71,Unknown,,Shipped,TRK67562517,7,SAVE10,Referral,595.42
ORD200295,2023-01-25,C49009,Printer,5.0,107.48,Unknown,,Cancelled,TRK46285799,9,FREESHIP,Email,537.4
ORD200296,2024-06-19,C48453,Desk,5.0,638.8,Unknown,,Cancelled,TRK52110494,10,WINTER15,Referral,
ORD200297,2023-02-22,C68078,Desk,2.0,493.88,Unknown,,Returned,TRK64862812,7,SAVE10,Instagram,987.76
ORD200298,2023-12-19,C19402,Printer,4.0,301.17,Unknown,,Cancelled,TRK97825212,6,NO_COUPON,Email,1204.68
ORD200299,2024-01-20,C30711,Monitor,1.0,278.66,Unknown,,Cancelled,TRK42696593,2,FREESHIP,Instagram,278.66
ORD200300,2024-09-02,C39000,Phone,1.0,287.46,Unknown,,Returned,TRK33753945,3,FREESHIP,Facebook,287.46
ORD200301,2023-05-11,C31105,Chair,1.0,583.99,Unknown,,Cancelled,TRK40149095,2,SAVE10,Email,583.99
ORD200302,2023-05-16,C29432,Chair,3.0,468.74,Unknown,,Pending,TRK44142517,4,FREESHIP,Instagram,1406.22
ORD200303,2024-12-07,C48531,Tablet,1.0,30.54,Unknown,,Returned,TRK95462192,1,NO_COUPON,Google,30.54
ORD200304,2024-10-18,C86762,Monitor,5.0,408.73,Unknown,,Delivered,TRK75686292,10,FREESHIP,Instagram,2043.65
ORD200305,2023-11-25,C63822,Laptop,4.0,126.89,Unknown,,Pending,TRK59353216,9,FREESHIP,Instagram,507.56
ORD200306,2024-06-07,C70495,Printer,2.0,57.07,Unknown,,Returned,TRK65511225,3,SAVE10,Instagram,114.14
ORD200307,2023-07-01,C92407,Laptop,3.0,557.41,Unknown,,Delivered,TRK11755610,4,NO_COUPON,Email,1672.23
ORD200308,2023-12-11,C75888,Printer,3.0,448.9,Unknown,,Returned,TRK98467398,7,SAVE10,Instagram,1346.7
ORD200309,2023-10-03,C63153,Chair,4.0,549.76,Unknown,,Delivered,TRK38033305,4,FREESHIP,Facebook,2199.04
ORD200310,2024-02-24,C85863,Printer,3.0,132.48,Unknown,,Shipped,TRK16094218,4,NO_COUPON,Referral,397.44
ORD200311,2025-05-17,C71698,Desk,5.0,489.37,Unknown,,Returned,TRK34786818,8,NO_COUPON,Instagram,2446.85
ORD200312,2025-05-24,C35397,Printer,5.0,66.31,Unknown,,Pending,TRK64742535,7,FREESHIP,Referral,331.55
ORD200313,2023-07-09,C67687,Chair,2.0,434.3,Unknown,,Delivered,TRK22838735,7,SAVE10,Instagram,868.6
ORD200314,2023-10-04,C29931,Desk,4.0,153.09,Unknown,,Delivered,TRK48712417,4,FREESHIP,Referral,612.36
ORD200315,2025-05-12,C59139,Tablet,5.0,91.67,Unknown,,Cancelled,TRK45507090,9,FREESHIP,Email,458.35
ORD200316,2023-10-02,C66078,Desk,4.0,275.28,Unknown,,Shipped,TRK86474559,9,WINTER15,Facebook,1101.12
ORD200317,2023-04-10,C88370,Monitor,2.0,139.95,Unknown,,Returned,TRK22575151,5,NO_COUPON,Instagram,279.9
ORD200318,2024-07-27,C93375,Chair,3.0,148.72,Unknown,,Cancelled,TRK95706967,7,SAVE10,Google,446.16
ORD200319,2023-12-02,C53049,Laptop,2.0,563.06,Unknown,,Returned,TRK48974907,6,NO_COUPON,Instagram,1126.12
ORD200320,2024-12-19,C55590,Printer,1.0,625.51,Unknown,,Shipped,TRK48792951,1,FREESHIP,Facebook,625.51
ORD200321,2023-08-09,C47086,Phone,4.0,152.29,Unknown,,Cancelled,TRK44194358,6,WINTER15,Google,609.16
ORD200322,2024-06-14,C48646,Phone,5.0,231.82,Unknown,,Delivered,TRK18233748,6,SAVE10,Facebook,1159.1
ORD200323,2025-01-26,C29416,Laptop,1.0,150.17,Unknown,,Returned,TRK63820842,1,SAVE10,Referral,150.17
ORD200324,2024-06-13,C13525,Tablet,3.0,70.93,Unknown,,Returned,TRK70193221,5,NO_COUPON,Referral,212.79
ORD200325,2023-06-29,C53545,Desk,3.0,361.39,Unknown,,Shipped,TRK61123177,8,NO_COUPON,Referral,1084.17
ORD200326,2024-07-01,C65986,Laptop,5.0,670.48,Unknown,,Returned,TRK98353867,5,SAVE10,Facebook,3352.4
ORD200327,2023-07-25,C17302,Phone,1.0,359.99,Unknown,,Cancelled,TRK43940016,5,SAVE10,Email,359.99
ORD200328,2023-02-28,C18404,Tablet,5.0,674.04,Unknown,,Cancelled,TRK89401624,7,SAVE10,Google,3370.2
ORD200329,2024-12-25,C88371,Chair,4.0,283.16,Unknown,,Shipped,TRK63224811,6,NO_COUPON,Google,1132.64
ORD200330,2024-06-02,C38068,Desk,5.0,260.53,Unknown,,Pending,TRK54059198,5,SAVE10,Instagram,1302.65
ORD200331,2023-04-15,C78724,Printer,3.0,422.13,Unknown,,Delivered,TRK25703134,7,SAVE10,Facebook,1266.39
ORD200332,2024-07-03,C26163,Desk,5.0,125.02,Unknown,,Pending,TRK67499316,9,SAVE10,Google,625.1
ORD200333,2024-04-16,C87124,Phone,1.0,198.51,Unknown,,Returned,TRK52086740,5,WINTER15,Instagram,198.51
ORD200334,2024-03-26,C90348,Chair,4.0,224.75,Unknown,,Delivered,TRK20635777,7,WINTER15,Facebook,
ORD200335,2025-03-03,C58721,Tablet,3.0,205.86,Unknown,,Shipped,TRK34801199,4,NO_COUPON,Email,617.58
ORD200336,2023-12-29,C88174,Laptop,1.0,18.2,Unknown,,Pending,TRK10143345,4,SAVE10,Instagram,18.2
ORD200337,2023-05-29,C77763,Tablet,3.0,502.77,Unknown,,Returned,TRK66980447,8,WINTER15,Email,1508.31
ORD200338,2023-11-08,C53627,Phone,5.0,305.49,Unknown,,Shipped,TRK64112352,10,NO_COUPON,Referral,1527.45
ORD200339,2024-04-10,C84563,Printer,2.0,236.33,Unknown,,Pending,TRK62422797,3,SAVE10,Instagram,472.66
ORD200340,2023-04-23,C76207,Laptop,5.0,521.25,Unknown,,Cancelled,TRK25569378,8,NO_COUPON,Email,2606.25
ORD200341,2024-09-23,C94671,Tablet,1.0,167.15,Unknown,,Shipped,TRK61357272,5,WINTER15,Email,167.15
ORD200342,2025-06-24,C69994,Monitor,5.0,466.42,Unknown,,Returned,TRK95935805,5,NO_COUPON,Referral,2332.1
ORD200343,2023-02-26,C64638,Printer,1.0,527.57,Unknown,,Pending,TRK64087938,3,FREESHIP,Facebook,527.57
ORD200344,2025-03-06,C95623,Tablet,3.0,623.34,Unknown,,Cancelled,TRK67558189,3,SAVE10,Instagram,1870.02
ORD200345,2023-12-07,C24751,Tablet,5.0,501.26,Unknown,,Shipped,TRK37285406,10,FREESHIP,Referral,2506.3
ORD200346,2024-12-06,C31764,Tablet,1.0,655.09,Unknown,,Pending,TRK44680433,6,NO_COUPON,Referral,655.09
ORD200347,2024-02-03,C83556,Printer,4.0,264.79,Unknown,,Pending,TRK21109187,5,SAVE10,Google,1059.16
ORD200348,2024-03-13,C24369,Laptop,3.0,359.73,Unknown,,Returned,TRK72633998,7,FREESHIP,Email,1079.19
ORD200349,2023-11-30,C39648,Chair,1.0,465.33,Unknown,,Delivered,TRK56016905,2,FREESHIP,Google,465.33
ORD200350,2023-06-03,C13296,Chair,2.0,54.41,Unknown,,Shipped,TRK60127216,6,NO_COUPON,Instagram,108.82
ORD200351,2025-02-15,C94248,Laptop,1.0,64.66,Unknown,,Delivered,TRK89406816,4,NO_COUPON,Instagram,64.66
ORD200352,2023-08-31,C26637,Chair,5.0,173.96,Unknown,,Pending,TRK59546992,8,WINTER15,Instagram,869.8
ORD200353,2025-03-28,C16012,Tablet,1.0,630.82,Unknown,,Delivered,TRK15195225,5,FREESHIP,Google,630.82
ORD200354,2023-07-11,C31772,Phone,1.0,693.41,Unknown,,Shipped,TRK11970357,4,NO_COUPON,Instagram,693.41
ORD200355,2025-06-03,C18353,Tablet,3.0,433.33,Unknown,,Cancelled,TRK78766533,4,FREESHIP,Referral,1299.99
ORD200356,2023-05-06,C26966,Printer,5.0,374.58,Unknown,,Cancelled,TRK83889574,10,FREESHIP,Instagram,1872.9
ORD200357,2023-07-08,C74982,Laptop,5.0,408.56,Unknown,,Delivered,TRK98700702,8,FREESHIP,Instagram,2042.8
ORD200358,2024-04-07,C70633,Tablet,2.0,183.67,Unknown,,Cancelled,TRK82540521,3,SAVE10,Google,367.34
ORD200359,2023-06-09,C95643,Desk,4.0,606.57,Unknown,,Delivered,TRK23286689,5,WINTER15,Referral,2426.28
ORD200360,2024-06-06,C53810,Phone,4.0,589.57,Unknown,,Pending,TRK34630612,8,NO_COUPON,Instagram,2358.28
ORD200361,2024-06-29,C53464,Printer,5.0,659.85,Unknown,,Delivered,TRK32743531,9,SAVE10,Facebook,3299.25
ORD200362,2023-06-27,C53697,Monitor,4.0,206.84,Unknown,,Cancelled,TRK60476656,5,WINTER15,Instagram,827.36
ORD200363,2024-05-24,C31668,Laptop,5.0,113.87,Unknown,,Pending,TRK42584392,6,SAVE10,Email,569.35
ORD200364,2023-11-24,C85282,Phone,5.0,628.74,Unknown,,Cancelled,TRK86767206,9,FREESHIP,Facebook,3143.7
ORD200365,2025-02-14,C56796,Phone,1.0,678.38,Unknown,,Cancelled,TRK74263180,4,SAVE10,Referral,678.38
ORD200366,2023-02-10,C95213,Printer,3.0,602.24,Unknown,,Pending,TRK40630538,8,NO_COUPON,Referral,1806.72
ORD200367,2024-04-25,C13108,Laptop,5.0,658.77,Unknown,,Pending,TRK82284400,10,FREESHIP,Instagram,3293.85
ORD200368,2023-05-01,C85322,Monitor,3.0,271.02,Unknown,,Cancelled,TRK89728869,6,NO_COUPON,Google,813.06
ORD200369,2024-12-22,C43545,Monitor,5.0,375.25,Unknown,,Pending,TRK73937402,9,SAVE10,Email,1876.25
ORD200370,2025-05-03,C80649,Phone,1.0,312.11,Unknown,,Cancelled,TRK41143313,4,WINTER15,Facebook,312.11
ORD200371,2023-01-05,C59752,Phone,5.0,307.76,Unknown,,Pending,TRK82229639,9,FREESHIP,Google,1538.8
ORD200372,2025-02-14,C53645,Chair,3.0,483.53,Unknown,,Returned,TRK12123939,4,NO_COUPON,Referral,1450.59
ORD200373,2023-01-02,C60178,Laptop,3.0,341.15,Unknown,,Pending,TRK84505143,4,FREESHIP,Instagram,1023.45
ORD200374,2024-09-16,C20286,Monitor,1.0,571.9,Unknown,,Pending,TRK67648338,1,WINTER15,Instagram,571.9
ORD200375,2025-01-16,C87547,Monitor,4.0,95.03,Unknown,,Shipped,TRK71027262,8,FREESHIP,Facebook,380.12
ORD200376,2023-08-24,C64549,Monitor,5.0,201.22,Unknown,,Pending,TRK20788231,6,FREESHIP,Facebook,1006.1
ORD200377,2024-07-22,C24884,Monitor,1.0,260.26,Unknown,,Pending,TRK44538419,5,WINTER15,Instagram,260.26
ORD200378,2024-02-01,C62666,Chair,5.0,64.5,Unknown,,Pending,TRK91029390,8,WINTER15,Instagram,322.5
ORD200379,2024-09-21,C47284,Phone,3.0,297.67,Unknown,,Shipped,TRK85756094,6,NO_COUPON,Google,893.01
ORD200380,2024-04-20,C35355,Printer,4.0,331.9,Unknown,,Pending,TRK52935059,5,SAVE10,Instagram,1327.6
ORD200381,2023-06-07,C29467,Chair,1.0,191.76,Unknown,,Returned,TRK98103385,1,FREESHIP,Instagram,191.76
ORD200382,2025-01-30,C26718,Printer,4.0,263.09,Unknown,,Shipped,TRK91702525,8,SAVE10,Google,1052.36
ORD200383,2023-01-20,C18944,Chair,4.0,393.8,Unknown,,Pending,TRK45275439,7,SAVE10,Email,1575.2
ORD200384,2024-11-24,C35628,Chair,3.0,553.57,Unknown,,Returned,TRK45688220,4,FREESHIP,Facebook,1660.71
ORD200385,2023-10-31,C56851,Chair,5.0,191.63,Unknown,,Delivered,TRK65290904,6,FREESHIP,Facebook,958.15
ORD200386,2023-04-28,C12421,Tablet,1.0,93.02,Unknown,,Returned,TRK32588504,4,NO_COUPON,Email,93.02
ORD200387,2024-06-27,C25316,Printer,2.0,39.53,Unknown,,Shipped,TRK55423551,3,WINTER15,Google,79.06
ORD200388,2023-12-28,C22657,Printer,3.0,633.97,Unknown,,Pending,TRK49157047,7,WINTER15,Facebook,1901.91
ORD200389,2023-12-17,C29703,Desk,4.0,697.5,Unknown,,Shipped,TRK40543461,7,FREESHIP,Referral,
ORD200390,2023-07-14,C55996,Printer,5.0,508.69,Unknown,,Delivered,TRK30547638,10,FREESHIP,Google,2543.45
ORD200391,2025-01-16,C60037,Laptop,2.0,527.46,Unknown,,Cancelled,TRK82009557,3,FREESHIP,Referral,1054.92
ORD200392,2024-02-28,C95100,Phone,1.0,627.2,Unknown,,Delivered,TRK47366265,1,WINTER15,Email,627.2
ORD200393,2024-07-14,C39906,Printer,1.0,75.01,Unknown,,Returned,TRK24632134,3,NO_COUPON,Google,75.01
ORD200394,2023-07-05,C70148,Desk,5.0,529.55,Unknown,,Shipped,TRK34848650,10,NO_COUPON,Facebook,2647.75
ORD200395,2025-04-25,C30010,Phone,3.0,127.41,Unknown,,Delivered,TRK35386084,7,SAVE10,Referral,382.23
ORD200396,2023-12-01,C99217,Tablet,5.0,287.13,Unknown,,Shipped,TRK82004594,10,SAVE10,Email,1435.65
ORD200397,2023-09-28,C30184,Monitor,1.0,427.06,Unknown,,Cancelled,TRK86674704,1,WINTER15,Referral,427.06
ORD200398,2024-09-04,C50275,Phone,5.0,53.93,Unknown,,Shipped,TRK98925264,7,SAVE10,Instagram,269.65
ORD200399,2024-01-07,C64641,Tablet,5.0,423.93,Unknown,,Returned,TRK32012588,5,FREESHIP,Facebook,2119.65
ORD200400,2024-09-28,C56266,Desk,4.0,160.22,Unknown,,Returned,TRK60088901,9,WINTER15,Instagram,640.88
ORD200401,2025-04-09,C98635,Printer,1.0,538.68,Unknown,,Returned,TRK14225465,6,NO_COUPON,Referral,538.68
ORD200402,2023-04-09,C83026,Printer,5.0,337.38,Unknown,,Shipped,TRK79746259,5,NO_COUPON,Referral,1686.9
ORD200403,2024-11-10,C28893,Tablet,1.0,620.21,Unknown,,Returned,TRK98333066,1,FREESHIP,Referral,620.21
ORD200404,2023-03-09,C45482,Monitor,2.0,99.1,Unknown,,Delivered,TRK54571699,6,NO_COUPON,Instagram,198.2
ORD200405,2025-01-26,C97774,Monitor,4.0,451.97,Unknown,,Cancelled,TRK64664424,7,WINTER15,Email,1807.88
ORD200406,2023-12-10,C11657,Tablet,4.0,66.1,Unknown,,Returned,TRK50284486,9,WINTER15,Google,264.4
ORD200407,2023-08-13,C85993,Tablet,4.0,547.32,Unknown,,Returned,TRK72547640,8,FREESHIP,Instagram,2189.28
ORD200408,2025-01-01,C11906,Printer,3.0,412.53,Unknown,,Pending,TRK31140158,6,WINTER15,Google,1237.59
ORD200409,2023-06-28,C45187,Desk,5.0,84.13,Unknown,,Delivered,TRK12320793,9,SAVE10,Google,420.65
ORD200410,2024-01-18,C37375,Tablet,2.0,518.23,Unknown,,Shipped,TRK52470162,5,NO_COUPON,Email,1036.46
ORD200411,2024-06-19,C66567,Desk,2.0,39.51,Unknown,,Shipped,TRK21174822,5,NO_COUPON,Facebook,79.02
ORD200412,2025-04-11,C42451,Tablet,5.0,133.01,Unknown,,Returned,TRK31313343,10,NO_COUPON,Facebook,665.05
ORD200413,2023-10-08,C13923,Tablet,1.0,118.8,Unknown,,Delivered,TRK87598790,6,SAVE10,Email,118.8
ORD200414,2025-05-04,C11829,Desk,2.0,139.57,Unknown,,Delivered,TRK84229257,4,WINTER15,Facebook,279.14
ORD200415,2025-04-06,C62169,Chair,1.0,184.15,Unknown,,Shipped,TRK64558985,5,FREESHIP,Facebook,184.15
ORD200416,2023-07-18,C20881,Laptop,2.0,644.05,Unknown,,Cancelled,TRK26263902,5,WINTER15,Referral,1288.1
ORD200417,2023-10-24,C44492,Laptop,5.0,55.41,Unknown,,Cancelled,TRK51429869,5,NO_COUPON,Google,277.05
ORD200418,2023-01-11,C74169,Printer,1.0,310.93,Unknown,,Cancelled,TRK66144809,3,NO_COUPON,Facebook,310.93
ORD200419,2024-04-17,C70999,Tablet,2.0,216.66,Unknown,,Pending,TRK75644156,6,FREESHIP,Instagram,433.32
ORD200420,2024-11-29,C11921,Phone,1.0,452.7,Unknown,,Shipped,TRK91362635,5,FREESHIP,Instagram,452.7
ORD200421,2023-10-15,C50683,Chair,2.0,288.21,Unknown,,Cancelled,TRK53032122,5,NO_COUPON,Email,576.42
ORD200422,2023-06-05,C76140,Phone,4.0,206.6,Unknown,,Returned,TRK25861469,6,WINTER15,Referral,826.4
ORD200423,2024-07-20,C94311,Printer,4.0,685.2,Unknown,,Cancelled,TRK97308771,6,WINTER15,Google,2740.8
ORD200424,2023-04-12,C49491,Chair,5.0,22.94,Unknown,,Pending,TRK64012257,10,NO_COUPON,Email,114.7
ORD200425,2023-03-09,C40648,Laptop,2.0,301.88,Unknown,,Returned,TRK25325993,5,WINTER15,Email,603.76
ORD200426,2025-03-16,C40967,Monitor,5.0,57.45,Unknown,,Cancelled,TRK24839296,10,NO_COUPON,Facebook,287.25
ORD200427,2024-12-18,C25406,Desk,1.0,161.24,Unknown,,Pending,TRK70952564,3,WINTER15,Instagram,161.24
ORD200428,2024-11-26,C77085,Chair,4.0,262.58,Unknown,,Cancelled,TRK57227640,8,WINTER15,Email,1050.32
ORD200429,2024-12-19,C38126,Printer,4.0,515.19,Unknown,,Pending,TRK90838498,9,SAVE10,Facebook,2060.76
ORD200430,2023-06-07,C87448,Phone,1.0,450.07,Unknown,,Shipped,TRK44134016,6,FREESHIP,Google,450.07
