OrderID	Date	CustomerID	Quantity	UnitPrice	ShippingAddress	PaymentMethod	TrackingNumber	ItemsInCart	CouponCode	TotalPrice	RevenuePerUnit	CartUtilizationRate	IsHighValueOrder	OrderMonth	OrderYear	OrderDayOfWeek	HasCoupon	IsSuccessful	Product_Desk	Product_Laptop	Product_Monitor	Product_Phone	Product_Printer	Product_Tablet	ReferralSource_Facebook	ReferralSource_Google	ReferralSource_Instagram	ReferralSource_Referral	OrderStatus_Delivered	OrderStatus_Pending	OrderStatus_Returned	OrderStatus_Shipped
ORD200276	3/29/2025	C99050	2	600.57	Unknown	N/A	TRK56927089	3	WINTER15	1201.14	600.57	0.6667	1	3	2025	5	1	0	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
ORD200277	9/9/2024	C11210	5	90.92	Unknown	N/A	TRK44929965	9	SAVE10	454.6	90.92	0.5556	0	9	2024	0	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
ORD200278	11/18/2024	C46015	5	362.46	Unknown	N/A	TRK46598430	6	FREESHIP	1812.3	362.46	0.8333	1	11	2024	0	1	1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
ORD200279	10/20/2023	C69167	3	55.01	Unknown	N/A	TRK12425655	7	WINTER15	165.03	55.01	0.4286	0	10	2023	4	1	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
ORD200280	3/27/2023	C55388	3	404.62	Unknown	N/A	TRK75741001	6	FREESHIP	1213.86	404.62	0.5	1	3	2023	0	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
ORD200281	7/27/2023	C87181	4	654.79	Unknown	N/A	TRK60093390	9	NO_COUPON	2619.16	654.79	0.4444	1	7	2023	3	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
ORD200282	4/22/2025	C30411	4	637.79	Unknown	N/A	TRK71810536	9	FREESHIP	2551.16	637.79	0.4444	1	4	2025	1	1	0	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ORD200283	2/28/2025	C39638	4	540.33	Unknown	N/A	TRK69745608	6	NO_COUPON	2161.32	540.33	0.6667	1	2	2025	4	0	1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
ORD200284	2/16/2023	C27203	5	208.17	Unknown	N/A	TRK22023906	6	SAVE10	1040.85	208.17	0.8333	1	2	2023	3	1	0	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
ORD200285	6/10/2025	C67583	1	338.31	Unknown	N/A	TRK93281700	3	NO_COUPON	338.31	338.31	0.3333	0	6	2025	1	0	1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
ORD200286	4/7/2025	C70554	3	139.45	Unknown	N/A	TRK61086952	8	WINTER15	418.35	139.45	0.375	0	4	2025	0	1	0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
ORD200287	11/24/2023	C70437	4	655.18	Unknown	N/A	TRK26628830	5	NO_COUPON	2620.72	655.18	0.8	1	11	2023	4	0	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
ORD200289	7/26/2023	C17136	4	160.49	Unknown	N/A	TRK55362541	8	WINTER15	641.96	160.49	0.5	0	7	2023	2	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
ORD200290	5/5/2023	C24901	3	99.9	Unknown	N/A	TRK14029489	8	FREESHIP	299.7	99.9	0.375	0	5	2023	4	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
ORD200291	5/12/2024	C61521	2	345.01	Unknown	N/A	TRK93676567	6	FREESHIP	690.02	345.01	0.3333	0	5	2024	6	1	1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
ORD200292	1/15/2025	C39639	1	65.95	Unknown	N/A	TRK31042152	5	NO_COUPON	65.95	65.95	0.2	0	1	2025	2	0	1	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
ORD200293	2/16/2023	C33220	4	463.04	Unknown	N/A	TRK40450219	9	NO_COUPON	1852.16	463.04	0.4444	1	2	2023	3	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
ORD200294	4/1/2025	C65414	2	297.71	Unknown	N/A	TRK67562517	7	SAVE10	595.42	297.71	0.2857	0	4	2025	1	1	1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
ORD200295	1/25/2023	C49009	5	107.48	Unknown	N/A	TRK46285799	9	FREESHIP	537.4	107.48	0.5556	0	1	2023	2	1	0	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ORD200297	2/22/2023	C68078	2	493.88	Unknown	N/A	TRK64862812	7	SAVE10	987.76	493.88	0.2857	1	2	2023	2	1	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
ORD200298	12/19/2023	C19402	4	301.17	Unknown	N/A	TRK97825212	6	NO_COUPON	1204.68	301.17	0.6667	1	12	2023	1	0	0	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ORD200299	1/20/2024	C30711	1	278.66	Unknown	N/A	TRK42696593	2	FREESHIP	278.66	278.66	0.5	0	1	2024	5	1	0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
ORD200300	9/2/2024	C39000	1	287.46	Unknown	N/A	TRK33753945	3	FREESHIP	287.46	287.46	0.3333	0	9	2024	0	1	0	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
ORD200301	5/11/2023	C31105	1	583.99	Unknown	N/A	TRK40149095	2	SAVE10	583.99	583.99	0.5	0	5	2023	3	1	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ORD200302	5/16/2023	C29432	3	468.74	Unknown	N/A	TRK44142517	4	FREESHIP	1406.22	468.74	0.75	1	5	2023	1	1	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
ORD200303	12/7/2024	C48531	1	30.54	Unknown	N/A	TRK95462192	1	NO_COUPON	30.54	30.54	1	0	12	2024	5	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
ORD200304	10/18/2024	C86762	5	408.73	Unknown	N/A	TRK75686292	10	FREESHIP	2043.65	408.73	0.5	1	10	2024	4	1	1	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
ORD200305	11/25/2023	C63822	4	126.89	Unknown	N/A	TRK59353216	9	FREESHIP	507.56	126.89	0.4444	0	11	2023	5	1	0	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
ORD200306	6/7/2024	C70495	2	57.07	Unknown	N/A	TRK65511225	3	SAVE10	114.14	57.07	0.6667	0	6	2024	4	1	0	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
ORD200307	7/1/2023	C92407	3	557.41	Unknown	N/A	TRK11755610	4	NO_COUPON	1672.23	557.41	0.75	1	7	2023	5	0	1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
ORD200308	12/11/2023	C75888	3	448.9	Unknown	N/A	TRK98467398	7	SAVE10	1346.7	448.9	0.4286	1	12	2023	0	1	0	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
ORD200309	10/3/2023	C63153	4	549.76	Unknown	N/A	TRK38033305	4	FREESHIP	2199.04	549.76	1	1	10	2023	1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
ORD200310	2/24/2024	C85863	3	132.48	Unknown	N/A	TRK16094218	4	NO_COUPON	397.44	132.48	0.75	0	2	2024	5	0	1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
ORD200311	5/17/2025	C71698	5	489.37	Unknown	N/A	TRK34786818	8	NO_COUPON	2446.85	489.37	0.625	1	5	2025	5	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
ORD200312	5/24/2025	C35397	5	66.31	Unknown	N/A	TRK64742535	7	FREESHIP	331.55	66.31	0.7143	0	5	2025	5	1	0	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
ORD200313	7/9/2023	C67687	2	434.3	Unknown	N/A	TRK22838735	7	SAVE10	868.6	434.3	0.2857	1	7	2023	6	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
ORD200314	10/4/2023	C29931	4	153.09	Unknown	N/A	TRK48712417	4	FREESHIP	612.36	153.09	1	0	10	2023	2	1	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
ORD200315	5/12/2025	C59139	5	91.67	Unknown	N/A	TRK45507090	9	FREESHIP	458.35	91.67	0.5556	0	5	2025	0	1	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ORD200316	10/2/2023	C66078	4	275.28	Unknown	N/A	TRK86474559	9	WINTER15	1101.12	275.28	0.4444	1	10	2023	0	1	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
ORD200317	4/10/2023	C88370	2	139.95	Unknown	N/A	TRK22575151	5	NO_COUPON	279.9	139.95	0.4	0	4	2023	0	0	0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
ORD200318	7/27/2024	C93375	3	148.72	Unknown	N/A	TRK95706967	7	SAVE10	446.16	148.72	0.4286	0	7	2024	5	1	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ORD200319	12/2/2023	C53049	2	563.06	Unknown	N/A	TRK48974907	6	NO_COUPON	1126.12	563.06	0.3333	1	12	2023	5	0	0	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
ORD200320	12/19/2024	C55590	1	625.51	Unknown	N/A	TRK48792951	1	FREESHIP	625.51	625.51	1	0	12	2024	3	1	1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
ORD200321	8/9/2023	C47086	4	152.29	Unknown	N/A	TRK44194358	6	WINTER15	609.16	152.29	0.6667	0	8	2023	2	1	0	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ORD200322	6/14/2024	C48646	5	231.82	Unknown	N/A	TRK18233748	6	SAVE10	1159.1	231.82	0.8333	1	6	2024	4	1	1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
ORD200323	1/26/2025	C29416	1	150.17	Unknown	N/A	TRK63820842	1	SAVE10	150.17	150.17	1	0	1	2025	6	1	0	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
ORD200324	6/13/2024	C13525	3	70.93	Unknown	N/A	TRK70193221	5	NO_COUPON	212.79	70.93	0.6	0	6	2024	3	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
ORD200325	6/29/2023	C53545	3	361.39	Unknown	N/A	TRK61123177	8	NO_COUPON	1084.17	361.39	0.375	1	6	2023	3	0	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
ORD200326	7/1/2024	C65986	5	670.48	Unknown	N/A	TRK98353867	5	SAVE10	3320.97	664.194	1	1	7	2024	0	1	0	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
ORD200327	7/25/2023	C17302	1	359.99	Unknown	N/A	TRK43940016	5	SAVE10	359.99	359.99	0.2	0	7	2023	1	1	0	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ORD200328	2/28/2023	C18404	5	674.04	Unknown	N/A	TRK89401624	7	SAVE10	3320.97	664.194	0.7143	1	2	2023	1	1	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ORD200329	12/25/2024	C88371	4	283.16	Unknown	N/A	TRK63224811	6	NO_COUPON	1132.64	283.16	0.6667	1	12	2024	2	0	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
ORD200330	6/2/2024	C38068	5	260.53	Unknown	N/A	TRK54059198	5	SAVE10	1302.65	260.53	1	1	6	2024	6	1	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
ORD200331	4/15/2023	C78724	3	422.13	Unknown	N/A	TRK25703134	7	SAVE10	1266.39	422.13	0.4286	1	4	2023	5	1	1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
ORD200332	7/3/2024	C26163	5	125.02	Unknown	N/A	TRK67499316	9	SAVE10	625.1	125.02	0.5556	0	7	2024	2	1	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
ORD200333	4/16/2024	C87124	1	198.51	Unknown	N/A	TRK52086740	5	WINTER15	198.51	198.51	0.2	0	4	2024	1	1	0	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
ORD200335	3/3/2025	C58721	3	205.86	Unknown	N/A	TRK34801199	4	NO_COUPON	617.58	205.86	0.75	0	3	2025	0	0	1	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
ORD200336	12/29/2023	C88174	1	18.2	Unknown	N/A	TRK10143345	4	SAVE10	18.2	18.2	0.25	0	12	2023	4	1	0	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
ORD200337	5/29/2023	C77763	3	502.77	Unknown	N/A	TRK66980447	8	WINTER15	1508.31	502.77	0.375	1	5	2023	0	1	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
ORD200338	11/8/2023	C53627	5	305.49	Unknown	N/A	TRK64112352	10	NO_COUPON	1527.45	305.49	0.5	1	11	2023	2	0	1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
ORD200339	4/10/2024	C84563	2	236.33	Unknown	N/A	TRK62422797	3	SAVE10	472.66	236.33	0.6667	0	4	2024	2	1	0	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
ORD200340	4/23/2023	C76207	5	521.25	Unknown	N/A	TRK25569378	8	NO_COUPON	2606.25	521.25	0.625	1	4	2023	6	0	0	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ORD200341	9/23/2024	C94671	1	167.15	Unknown	N/A	TRK61357272	5	WINTER15	167.15	167.15	0.2	0	9	2024	0	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
ORD200342	6/24/2025	C69994	5	466.42	Unknown	N/A	TRK95935805	5	NO_COUPON	2332.1	466.42	1	1	6	2025	1	0	0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
ORD200343	2/26/2023	C64638	1	527.57	Unknown	N/A	TRK64087938	3	FREESHIP	527.57	527.57	0.3333	0	2	2023	6	1	0	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
ORD200344	3/6/2025	C95623	3	623.34	Unknown	N/A	TRK67558189	3	SAVE10	1870.02	623.34	1	1	3	2025	3	1	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
ORD200345	12/7/2023	C24751	5	501.26	Unknown	N/A	TRK37285406	10	FREESHIP	2506.3	501.26	0.5	1	12	2023	3	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
ORD200346	12/6/2024	C31764	1	655.09	Unknown	N/A	TRK44680433	6	NO_COUPON	655.09	655.09	0.1667	0	12	2024	4	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
ORD200347	2/3/2024	C83556	4	264.79	Unknown	N/A	TRK21109187	5	SAVE10	1059.16	264.79	0.8	1	2	2024	5	1	0	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
ORD200348	3/13/2024	C24369	3	359.73	Unknown	N/A	TRK72633998	7	FREESHIP	1079.19	359.73	0.4286	1	3	2024	2	1	0	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
ORD200349	11/30/2023	C39648	1	465.33	Unknown	N/A	TRK56016905	2	FREESHIP	465.33	465.33	0.5	0	11	2023	3	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
ORD200350	6/3/2023	C13296	2	54.41	Unknown	N/A	TRK60127216	6	NO_COUPON	108.82	54.41	0.3333	0	6	2023	5	0	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
ORD200351	2/15/2025	C94248	1	64.66	Unknown	N/A	TRK89406816	4	NO_COUPON	64.66	64.66	0.25	0	2	2025	5	0	1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
ORD200352	8/31/2023	C26637	5	173.96	Unknown	N/A	TRK59546992	8	WINTER15	869.8	173.96	0.625	1	8	2023	3	1	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
ORD200353	3/28/2025	C16012	1	630.82	Unknown	N/A	TRK15195225	5	FREESHIP	630.82	630.82	0.2	0	3	2025	4	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
ORD200354	7/11/2023	C31772	1	693.41	Unknown	N/A	TRK11970357	4	NO_COUPON	693.41	693.41	0.25	0	7	2023	1	0	1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
ORD200355	6/3/2025	C18353	3	433.33	Unknown	N/A	TRK78766533	4	FREESHIP	1299.99	433.33	0.75	1	6	2025	1	1	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
ORD200356	5/6/2023	C26966	5	374.58	Unknown	N/A	TRK83889574	10	FREESHIP	1872.9	374.58	0.5	1	5	2023	5	1	0	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
ORD200357	7/8/2023	C74982	5	408.56	Unknown	N/A	TRK98700702	8	FREESHIP	2042.8	408.56	0.625	1	7	2023	5	1	1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
ORD200358	4/7/2024	C70633	2	183.67	Unknown	N/A	TRK82540521	3	SAVE10	367.34	183.67	0.6667	0	4	2024	6	1	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ORD200359	6/9/2023	C95643	4	606.57	Unknown	N/A	TRK23286689	5	WINTER15	2426.28	606.57	0.8	1	6	2023	4	1	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
ORD200360	6/6/2024	C53810	4	589.57	Unknown	N/A	TRK34630612	8	NO_COUPON	2358.28	589.57	0.5	1	6	2024	3	0	0	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
ORD200361	6/29/2024	C53464	5	659.85	Unknown	N/A	TRK32743531	9	SAVE10	3299.25	659.85	0.5556	1	6	2024	5	1	1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
ORD200362	6/27/2023	C53697	4	206.84	Unknown	N/A	TRK60476656	5	WINTER15	827.36	206.84	0.8	1	6	2023	1	1	0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
ORD200363	5/24/2024	C31668	5	113.87	Unknown	N/A	TRK42584392	6	SAVE10	569.35	113.87	0.8333	0	5	2024	4	1	0	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
ORD200364	11/24/2023	C85282	5	628.74	Unknown	N/A	TRK86767206	9	FREESHIP	3143.7	628.74	0.5556	1	11	2023	4	1	0	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ORD200365	2/14/2025	C56796	1	678.38	Unknown	N/A	TRK74263180	4	SAVE10	678.38	678.38	0.25	0	2	2025	4	1	0	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
ORD200366	2/10/2023	C95213	3	602.24	Unknown	N/A	TRK40630538	8	NO_COUPON	1806.72	602.24	0.375	1	2	2023	4	0	0	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
ORD200367	4/25/2024	C13108	5	658.77	Unknown	N/A	TRK82284400	10	FREESHIP	3293.85	658.77	0.5	1	4	2024	3	1	0	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
ORD200368	5/1/2023	C85322	3	271.02	Unknown	N/A	TRK89728869	6	NO_COUPON	813.06	271.02	0.5	0	5	2023	0	0	0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ORD200369	12/22/2024	C43545	5	375.25	Unknown	N/A	TRK73937402	9	SAVE10	1876.25	375.25	0.5556	1	12	2024	6	1	0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
ORD200370	5/3/2025	C80649	1	312.11	Unknown	N/A	TRK41143313	4	WINTER15	312.11	312.11	0.25	0	5	2025	5	1	0	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ORD200371	1/5/2023	C59752	5	307.76	Unknown	N/A	TRK82229639	9	FREESHIP	1538.8	307.76	0.5556	1	1	2023	3	1	0	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
ORD200372	2/14/2025	C53645	3	483.53	Unknown	N/A	TRK12123939	4	NO_COUPON	1450.59	483.53	0.75	1	2	2025	4	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
ORD200373	1/2/2023	C60178	3	341.15	Unknown	N/A	TRK84505143	4	FREESHIP	1023.45	341.15	0.75	1	1	2023	0	1	0	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
